"Subject" "Activity" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyAccMag-mean()" "tGravityAccMag-mean()" "tBodyAccJerkMag-mean()" "tBodyGyroMag-mean()" "tBodyGyroJerkMag-mean()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyAccMag-mean()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroJerkMag-mean()" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-std()" "tGravityAccMag-std()" "tBodyAccJerkMag-std()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-std()" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-std()"
3 "Walking Downstairs" 3 3 0.287266404162162 -0.146046421841441 0.0448315627936937 0.949638397027027 -0.0926402035675676 0.11362161818018 0.0814077691234234 -0.0698764094648649 0.00701215218108108 -0.0997275370901802 -0.00302380998873874 -0.120545828130631 -0.0687797883459459 0.0478082957144144 -0.176002065775676 -0.176002065775676 -0.0666920351351351 0.211442528219459 -0.118572365910721 -0.0312803517489459 -0.0783632014531531 -0.734405257387387 -0.918147148378378 -0.171244144182883 -0.825567236936937 -0.915783847837838 -0.203910658385586 -0.791512072792793 -0.508049633882883 -0.114768391607207 -0.330314060009009 -0.018284641170991 -0.107112586674775 -0.0576112787567568 -0.171789860882883 -0.0290917005509009 -0.954992787837838 0.000619634246846846 -0.00750275254135135 -0.164470009698198 -0.0448662285540541 0.104696130820721 -0.264038317677477 -0.0450350471288288 -0.048735466345045 -0.429278147702703 -0.0647846109125225 0.157375230135135 0.157375230135135 0.0234960164799099 -0.149138143205946 -0.015499760390991 -0.32268779309009 -0.0515246685740541 -0.185680549331532 -0.456798307297297 -0.234905146473874 -0.433982445585586 -0.281001296908108 -0.291737434184414 -0.945416227297297 -0.798212563243243 -0.451512728713514 -0.661585625252252
4 "Walking Downstairs" 4 3 0.279965329555556 0.3924340022 -0.0246788195777778 0.947731858666667 0.0288370722888889 0.279932519391111 0.0971862748866667 0.237463403466667 0.191113002955556 -0.102838822533333 0.420572599333333 -0.194950195926667 -0.0921282734666667 0.521594152444444 -0.137471546953111 -0.137471546953111 -0.166764700064444 0.350194377666667 0.0142881446355556 -0.0265722558377778 -0.0722392276888889 -0.863472089777778 -0.940052038888889 -0.16163290774 -0.908016540888889 -0.941801778666667 -0.240298893435556 -0.894835413111111 -0.4754520248 -0.17916182872 -0.336853586946889 -0.00980200850666667 -0.1067775246 0.0111935496222222 -0.0620852772955556 0.148714808888889 -0.955258881333333 0.00563780215111111 -0.00729137766444444 -0.145759708684667 -0.0704025952333333 0.05926394948 -0.370244695288889 -0.0348434913444444 -0.0492836435688889 -0.395995494444444 -0.0966567595828889 0.0885502128444444 0.0885502128444444 0.0128692237444444 -0.301383691622222 -0.129606639466667 -0.494683451555556 0.0390098262533333 -0.172941628735556 -0.583917371333333 -0.208250062317778 -0.717545840444444 -0.318306481022222 -0.414919000955556 -0.747880063555556 -0.743903786666667 -0.502564595355556 -0.643083106444444
5 "Walking Downstairs" 5 3 0.29354392712766 0.0104504886106383 0.34895915787234 0.956649352553192 -0.0627361502085106 0.398456705553192 0.109650600459574 -0.0714696697744681 0.476298400851064 -0.068294569906383 -0.137634123238298 -0.296799900276596 -0.110149008255319 -0.0892728666487234 -0.057566789893617 -0.057566789893617 -0.0666935851746809 0.156437936317021 -0.23394879545617 0.12005461316383 0.0984320090212766 -0.767438081702128 -0.944869799787234 -0.0368012151170213 -0.804560692978723 -0.945218858510638 -0.295345101425532 -0.712965326808511 -0.261773109959574 -0.045112679793617 -0.524326589851064 -0.00850107533191489 -0.100319930659574 0.275046110468085 -0.0607578318319149 0.0216777910246191 -0.950490938510638 0.0137618233808511 0.0213397664446809 0.0322415501638298 -0.0707805998787234 0.0806559989574468 -0.46064684487234 -0.0708296588478723 -0.0399656935617021 -0.411302217446809 -0.332377481312766 0.117369004191489 0.117369004191489 -0.13008588376383 -0.11639937212766 0.0792280694042553 -0.374740089574468 0.336554724893617 -0.0568032957531915 -0.491979946170213 0.011055933212766 -0.382483075106383 -0.034175027916383 -0.51494094106383 -0.819450364893617 -0.584635611489362 -0.342393750425532 -0.792843803829787
6 "Walking Downstairs" 6 3 0.277045258145833 -0.248693688304167 0.1291085697825 0.928531455208333 0.168314926360417 0.319951213979167 0.103681343708333 -0.303740239604167 0.27394015644375 -0.0960837437708333 -0.126367251402083 -0.147514961742083 -0.0256452232354167 -0.0570346784041667 -0.0563339759979167 -0.0563339759979167 -0.140547613402083 0.18951457848125 -0.1953484269375 0.000539541475000002 0.328308506041667 -0.764252390833333 -0.801773006458333 0.136554991314583 -0.661175989375 -0.7884672015 0.0633716052854167 -0.611251706458333 -0.24239664145 -0.215333945979167 -0.515761846479167 -0.019536840063125 -0.107209356208333 0.383681639791667 -0.214046334375 -0.00307981704708333 -0.9544062675 0.00987685807166667 -0.00932470617291667 0.165271070858333 -0.0341782208604167 0.0870012595210417 -0.19830385328125 -0.0768089915604167 -0.0372228650416667 0.0393387960854167 -0.33677888375 0.132698053604167 0.132698053604167 -0.113609100377083 -0.11485438925 0.339771173822917 -0.277602590916667 0.403369766666667 0.1372024523 -0.283086205125 0.0886515099394167 -0.130327465789583 0.15284524938125 -0.286724914610417 -0.697559559166667 -0.531075170125 -0.585820155479167 -0.781170852916667
7 "Walking Downstairs" 7 3 0.28030708 -0.644684261702128 0.436971173617021 0.930623632765957 -0.095465897187234 0.356845218595745 0.0968926184638298 -0.417946623512766 0.474111241702128 -0.105409612961702 -0.0236231404670213 -0.164028056302128 -0.0597273512680851 0.244751320274468 -0.119512464546809 -0.119512464546809 -0.136476753253192 0.156322120425532 -0.208861696382979 0.25191824887234 0.0443428315319149 -0.535845918489362 -0.885853181914894 -0.0305226686191489 -0.651500392340426 -0.89117283 -0.33930147 -0.822795018297872 -0.422021408085106 0.150242764889362 -0.374803394446808 -0.0166332372978723 -0.096938308587234 0.0660815600978723 -0.12987167306383 -0.154935538544681 -0.964875962978723 -0.0191061075170213 -0.0160390392510638 0.0285033927287234 -0.049717460606383 0.116894769042766 -0.407744096 -0.0381904275744681 -0.0789469342553192 -0.510731018297872 -0.499420730638298 0.0811383346808511 0.0811383346808511 0.10523810806383 0.0416174485659574 -0.145302311446808 -0.139216222106383 0.0730110797851064 -0.316236510319149 -0.296494902765957 -0.00426289144680851 -0.21444307293617 -0.299600267680851 -0.432730974446809 -0.918106586382979 -0.736644952553192 -0.151316724734043 -0.671866750851064
8 "Walking Downstairs" 8 3 0.283484089210526 -0.305593056121053 0.139198542178947 0.914023498421053 0.0204442385263158 -0.103306969952632 0.118938088342105 -0.415856227368421 -0.0104686364763158 -0.121189625973684 -0.136882530442105 -0.109945660142105 -0.0349283489710526 -0.103863205013158 0.0409143773289474 0.0409143773289474 -0.201254608613158 0.236160878947368 -0.233652304623684 0.0264807258868421 0.136590199860526 -0.385717265407895 -0.643506805526316 0.214841402815789 -0.314356469281579 -0.669188829210526 -0.130740445236842 -0.631455823421053 -0.610261661842105 -0.246028190815789 -0.513430051289474 -0.0211058674973684 -0.107598135394737 0.0241393473736842 -0.187610243421053 -0.141817934963684 -0.945766561578947 -0.0380193846210526 -0.0394356157631579 0.250143724521053 -0.0500760173342105 0.114143855152368 -0.258430885531579 -0.0534969692794737 -0.0867903297078947 -0.267887897328947 -0.262498837060526 -0.0744066138947368 -0.0744066138947368 0.135326652060526 -0.163516342036842 0.388412779763158 0.159589756534211 -0.0260463260078947 0.220639687868421 0.0586096890447368 0.172658982065789 0.116090879026316 0.0277498065176316 -0.302735102631579 -0.825791006315789 -0.847143373947368 -0.5849580345 -0.775656798947368
9 "Walking Downstairs" 9 3 0.295923445 -0.683131650714286 -0.00103673464285714 0.938417773333333 0.0460311244333333 0.211249326452381 0.130193043809524 -0.249809294785714 -0.146625991952381 -0.0916383011071429 0.092425416047619 0.111816406047619 -0.094591202447619 0.153305639785714 0.167545842642857 0.167545842642857 0.120809184883333 0.0482290971190476 -0.093839397252381 -0.0722065338785714 0.103128506197619 -0.464517494357143 -0.891498631904762 -0.0645354342404762 -0.652107006904762 -0.884793765952381 -0.325042890904762 -0.737309525 -0.414211202904762 0.145447920242857 -0.437528278571429 -0.0203994269075476 -0.0910278793952381 0.213392270547619 -0.0352304645104762 0.108994725409286 -0.952141220714286 -0.0206865965952381 0.00262568854761905 0.017623342197619 -0.0712598843142857 0.116804400690476 -0.396429197952381 -0.0597608334619048 -0.0678080598785714 -0.509669314047619 0.17796755202381 -0.163449938385714 -0.163449938385714 -0.133525867835714 -0.0302257720142857 -0.183120455428571 -0.103705822657857 0.250488758869048 -0.313643041809524 -0.293677789595238 0.00938224337142857 -0.312512195452381 -0.250686586719048 -0.423558773952381 -0.95732146047619 -0.735296219285714 -0.155145848571429 -0.732193125
1 "Sitting" 1 4 0.274851805798413 -0.160487295524762 0.154905927349363 0.862998803301587 -0.200500636705079 0.277424094376984 0.075978549305873 0.127471853221063 -0.0252706314869841 -0.0382868829201587 0.0705404709322222 -0.229215999394286 -0.0952587094063492 0.0368854728073016 0.145241998048746 0.145241998048746 -0.068239990574254 0.137487615350317 -0.0205755991736508 -0.16632960330027 -0.984890654095238 -0.992814693666667 -0.999327071809524 -0.987552598349206 -0.999448851936508 -0.999702998825397 -0.982282438301587 -0.997464130873016 -0.341949379077175 -0.496596050565297 -0.152689681945556 -0.011885770522873 -0.105674738844603 -0.984665198444444 0.10468896064619 0.140296791884381 -0.980774192111111 0.00413673587676984 -0.00404498613142032 -0.987343665380952 -0.0711121354506349 0.0830265537870159 -0.984792646333333 -0.0412207222539841 -0.0523094817485079 -0.990434392825397 -0.0315792037497778 -0.144242221436508 -0.144242221436508 -0.0853393520376825 -0.0757340903890952 -0.952006241295238 -0.964759011304762 -0.984677012365079 -0.978321815047619 -0.983226154507936 -0.988285094476191 -0.977232061825397 -0.965268691269841 -0.985671156047619 -0.999646931619048 -0.594487093471429 -0.769825496490476 -0.45016959260659
2 "Sitting" 2 4 0.274096735812162 -0.290329111308541 0.237992825116608 0.888321506581081 -0.416792749860081 0.382030399997203 0.0762601619958514 0.0765014452836486 0.081811943321 -0.0358777119555486 0.137977076428608 -0.416185386879041 -0.0964177760662162 0.0922100747803108 0.160470380775243 0.160470380775243 -0.0508012286197162 0.118654573424108 -0.0240686353070378 -0.151406080791351 -0.98599558222973 -0.993428200067568 -0.99942409772973 -0.987297042054054 -0.999388086094595 -0.999646520310811 -0.982380187851351 -0.998109899689189 -0.363451901760473 -0.521533479819189 -0.218233178949514 -0.0140843293938784 -0.10684472873027 -0.986617434013514 0.111477218333859 0.175265436432743 -0.983347240445946 0.00747518424472054 -0.00164183385997297 -0.987230196337838 -0.0725200665158108 0.0739210956521622 -0.985494086783784 -0.040638199467127 -0.0501512355168622 -0.988973811972973 -0.172203338602392 -0.15082034933177 -0.15082034933177 -0.0959397192964595 -0.0542776607147568 -0.957483436148649 -0.962632629662162 -0.987001485283784 -0.977323147972973 -0.981291113067568 -0.988352483324324 -0.975183279878378 -0.966634950608108 -0.986534008594595 -0.999696240554054 -0.625749608787027 -0.796987899694054 -0.529026145881784
3 "Sitting" 3 4 0.263255370179825 -0.267866209096491 0.230950629815351 0.859969518333333 -0.492267691087719 0.319470256961404 0.0744567518780702 0.0876399799219298 0.0175180036136842 -0.03707143205 -0.104557062441228 -0.411736321864912 -0.0990727527807018 0.022361450795614 0.124948062393684 0.124948062393684 -0.0841834797914912 0.0968225791903509 -0.0138813308368421 -0.204495194657018 -0.978233119298246 -0.981272641280702 -0.998980765701754 -0.982469262807018 -0.99902051254386 -0.999571024912281 -0.973585789473684 -0.994087229210526 -0.310138348154386 -0.517817972657895 -0.0864442102289474 -0.00597446772631579 -0.0989874519061403 -0.977869617807018 0.120388211083614 0.250917223929825 -0.968767403245614 0.00654951328605263 -0.00344387269877193 -0.982297439473684 -0.0747583575859649 0.0810614805505263 -0.977779240964912 -0.0386482546178947 -0.0534674063225439 -0.984142885350877 -0.0729130189017544 -0.0852148766780702 -0.0852148766780702 -0.0730821342780702 -0.0248999971315789 -0.92571857622807 -0.944248822280702 -0.977928315964912 -0.968438617017544 -0.979075704912281 -0.983752919385965 -0.97022271377193 -0.949222058333333 -0.979146816403509 -0.999439665614035 -0.576477790578947 -0.782061139210526 -0.406206153130702
4 "Sitting" 4 4 0.27153827992 -0.39574529516 0.16930611784 0.8693030064 -0.554197337144 0.12224417678 0.0784500239 0.1260306516592 0.081225216248 -0.04944351156 0.0947502145976 -0.15180907356 -0.09694948424 0.26068645585 0.06298191048 0.06298191048 -0.152860590804 0.01715450866 -0.0575150009624 -0.17701907396 -0.9774624984 -0.9894501484 -0.9989789172 -0.9768457126 -0.9991372172 -0.9994306222 -0.9605896358 -0.9943091596 -0.18828630828 -0.3133880564316 -0.02869016002 -0.007163065158 -0.10587459588 -0.980309931 0.211622539936894 0.11012048108 -0.9814052948 -0.0108582171094 -0.0121499951596 -0.9767421962 -0.08943006108 0.10115033478 -0.9701317904 -0.041848389996 -0.0489964351672 -0.9698997312 0.048220270282 -0.14484439976 -0.14484439976 -0.029482200836 0.02197077316 -0.9057829318 -0.9517837432 -0.9819081892 -0.9442983908 -0.9751549056 -0.9787769122 -0.9675836478 -0.9337768922 -0.973333107 -0.999217332 -0.477790458702 -0.6308201576 -0.36585711122
5 "Sitting" 5 4 0.273694139545455 -0.345819531181818 0.0964925051136364 0.880731443863636 -0.499845135227273 0.241263748954545 0.0749577410909091 -0.0867968250022727 -0.0276751388934091 -0.0422355209795455 0.25698847775 -0.00745485069090909 -0.0889747665681818 0.412235233756818 0.1069826995 0.1069826995 -0.226081229036364 0.139347010431818 -0.141006657136364 0.0442823249181818 -0.977450812045455 -0.992670324545455 -0.999150945 -0.976024951136364 -0.998762803636364 -0.999414402727273 -0.957117251818182 -0.996219504090909 -0.248855126545455 -0.409435566136364 -0.230426684515909 -0.00990083527045455 -0.108540300265909 -0.980945022045455 0.168445524 0.143006857611364 -0.983137541590909 -0.00278773346136363 0.00338609594827273 -0.975204850227273 -0.0835484079545455 0.0823934451590909 -0.966225485 -0.0454702982386364 -0.0487714733568182 -0.966037012045455 0.239188348272727 -0.101127337013636 -0.101127337013636 0.0218998747636364 -0.0928239799340909 -0.921434735681818 -0.946064216818182 -0.9825908425 -0.954237489772727 -0.969501330681818 -0.976530547272727 -0.955460359318182 -0.938003425909091 -0.969390369318182 -0.999093014090909 -0.504614764227273 -0.708456623886364 -0.538246846363636
6 "Sitting" 6 4 0.276778487454545 -0.245166592236364 0.0182810618163636 0.933692934909091 -0.1163050356 0.157669551745455 0.0754721635223636 -0.100554176854545 0.009867125596 -0.0372442282830909 0.0187606180727273 -0.154877709090909 -0.0936693524363636 0.0479702585218182 0.09214117216 0.09214117216 -0.185254032763636 0.1705347791 -0.270452088515636 -0.0109968009774545 -0.975351454727273 -0.994118029454545 -0.998722202727273 -0.971037479818182 -0.996761236545455 -0.998848214727273 -0.939671400545455 -0.995614614363636 -0.378461415227273 -0.377312088563636 -0.358413216745455 -0.0145911615290909 -0.110127728709091 -0.980164933636364 0.0682628663363636 0.0695219657167273 -0.988872369272727 2.55649800000023e-06 0.00623727782090909 -0.969929476363636 -0.0899083302550909 0.0854346006181818 -0.957367681818182 -0.0333986700025455 -0.0465504310978182 -0.943714804727273 -0.0971872064 -0.117810689078182 -0.117810689078182 -0.0372030414087273 -0.167450335636364 -0.928264365454545 -0.935798115272727 -0.982451284727273 -0.947070821272727 -0.954199785636364 -0.971488767454545 -0.943857393090909 -0.934764895454545 -0.963407046545455 -0.998930773454546 -0.655708009636364 -0.702964498763636 -0.644217577545455
7 "Sitting" 7 4 0.284674637291667 -0.353811252354167 0.421619251533333 0.969147824375 -0.423067255083333 0.560435505291667 0.0668519793125 -0.04675229974375 0.174103719604167 -0.04963797197125 0.310220593247042 -0.431950277875 -0.0938155625083333 0.109241868104167 0.0713443923125 0.0713443923125 -0.0362168975416667 0.00963960683333333 -0.03687649950625 -0.0283129737291667 -0.972697126875 -0.960380394791667 -0.997220322083333 -0.982037243958333 -0.998458677708333 -0.999373170625 -0.9436317575 -0.993364538333333 -0.2718625994375 -0.453592195541667 -0.0414504945 -0.01461097580375 -0.122464597625 -0.972668374583333 0.00608846646041667 0.0649636250354167 -0.957082433333333 0.0116863419310417 0.0162004141964583 -0.982158098125 -0.03361196465625 0.0259476655145833 -0.941870953333333 -0.0396444885 -0.0454566269166667 -0.974369045625 -0.20427947460625 -0.0881430955125 -0.0881430955125 -0.0362136956020833 -0.00588794070625 -0.93149063375 -0.904675337916667 -0.972879966041667 -0.969423612916667 -0.968503504791667 -0.984026344375 -0.956678065 -0.9474199325 -0.9427264225 -0.999518353541667 -0.539722101129167 -0.752723614041667 -0.3424551485
8 "Sitting" 8 4 0.267491472934783 -0.30707900281087 0.224114402134783 0.832453878043478 -0.643651695521739 0.534318769723913 0.0786713761086957 0.199341187167391 0.00523427558076087 -0.0547396987173913 0.220974414782609 -0.332201736 -0.0923150250434783 0.0165306433826087 0.152781689847826 0.152781689847826 -0.0755832993695652 0.00294078463695652 -0.0849286788673913 -0.164698997391304 -0.981142909782609 -0.989795048913043 -0.999230690434783 -0.984977270652174 -0.999468170652174 -0.999683949565217 -0.982200309782609 -0.998157984130435 -0.269247147043478 -0.44008060223913 -0.0623236916086956 -0.00672550621304348 -0.104461049130435 -0.979026152391304 0.240095117065217 0.263895185521739 -0.966757967173913 -0.00657516306713044 -0.0106808920069565 -0.985188753695652 -0.0955089236521739 0.0716048809782609 -0.984524052826087 -0.0402673770652174 -0.0445732240217391 -0.993264647391304 -0.10162901923913 -0.154947437136957 -0.154947437136957 -0.0436900710643478 0.0941510273630435 -0.94421971826087 -0.959436275869565 -0.978256730652174 -0.980221104565217 -0.982995311086956 -0.986913610652174 -0.97658989 -0.961798676956522 -0.985339301521739 -0.999552006521739 -0.528484818543478 -0.722714043130435 -0.365819357521739
9 "Sitting" 9 4 0.26427079834 -0.32332389714 -0.100636305321 0.9163245106 -0.3191470646 -0.09185080816 0.077005006374 -0.01583286672 -0.0872141293 -0.042328876778 0.06841718084 0.03892704132 -0.0930708106 0.165923981974 0.0077127233 0.0077127233 -0.028951949854 0.066523233034 -0.039493873498 -0.198698909014 -0.959413594 -0.9474201612 -0.9976781268 -0.9655962396 -0.9969775656 -0.9991917092 -0.950315237 -0.992022635 -0.27602884536 -0.3146482975 -0.097317931332 -0.02701677698 -0.07537846886 -0.9572277914 -0.0414258228938 0.155883815828 -0.9552804062 0.009817397262 -0.008674672651 -0.9645358564 -0.04142711812 0.0807919285908 -0.9590200492 -0.046663441472 -0.052841489994 -0.9645323452 0.018818416532 0.0562231956 0.0562231956 -0.124840094398 0.0062099363658 -0.911683219 -0.8922013438 -0.956903459 -0.9580073906 -0.9575269752 -0.9666604036 -0.9396930078 -0.940312313 -0.9618360162 -0.9994898884 -0.58487678432 -0.63044777698 -0.4164685885
1 "Standing" 1 5 0.278882600384047 -0.00142727019236337 0.183824047850569 0.937704378788774 0.226263746737518 0.318488146688966 0.0752444619658936 0.0387834633798671 0.0112801408214919 -0.0270753319614623 -0.0640131447869128 -0.255486779044476 -0.0999637568556869 -0.041045091864062 0.15954626367195 0.15954626367195 -0.051046039256701 0.141525534499631 0.000102333173273265 -0.210761378442688 -0.986124464977843 -0.995513743840473 -0.999564533545052 -0.985403822141802 -0.999415666026588 -0.999654778892171 -0.956536966927622 -0.998793392186115 -0.339195659159084 -0.509337967388183 -0.200606867097316 -0.0165639482137666 -0.107895584906219 -0.988010737119645 -0.191597747468242 -0.0108479391387888 -0.988435441506647 0.00915070843323634 -0.00365035032606647 -0.985425378641063 -0.0699175946107829 0.0819434536447563 -0.956218805228951 -0.0417031317443131 -0.0527212580447858 -0.977224431669129 -0.130762540450812 -0.154959666576425 -0.154959666576425 -0.140980316498655 -0.0349366677832201 -0.956247133825702 -0.968893559261448 -0.989007365878877 -0.972655898700148 -0.982394789867061 -0.986824121299852 -0.975085923013294 -0.970677320221566 -0.956885181905465 -0.999792856159527 -0.611722576359823 -0.780453053555391 -0.532852352583456
2 "Standing" 2 5 0.278594557601523 -0.0615697935609391 0.292275990103629 0.937151874111675 0.139106640580964 0.448596308280203 0.0752563394352792 0.00452528816327411 0.101912417067132 -0.0256643867467259 -0.0111755929602411 -0.455458074946066 -0.100586602191117 -0.00791298385063452 0.170496594736421 0.170496594736421 -0.0586551393379315 0.127918608103921 -0.023394247533566 -0.18446448290835 -0.982708162538071 -0.994968567182741 -0.999264742296954 -0.980362902373096 -0.998972622436548 -0.9993760914467 -0.944069295812183 -0.997762627614213 -0.318653680591015 -0.448905017706599 -0.240763078992398 -0.0168301845436777 -0.107471757321079 -0.985641358477157 -0.210673851523858 0.00656965354327906 -0.989694757005076 0.0101530676371497 -0.00396095393292893 -0.980343683477157 -0.0712791209864086 0.0807003337173858 -0.946764964111675 -0.0418810280653553 -0.0532040507238071 -0.965242550736041 -0.293563856320647 -0.151076188393414 -0.151076188393414 -0.0991915619950254 -0.0369903789804442 -0.944314879467005 -0.958795212652284 -0.987113619670051 -0.964101611738579 -0.97584545677665 -0.982171038337563 -0.965242291535533 -0.960302251903553 -0.948377292271574 -0.999545986586294 -0.595544286011294 -0.737577251757614 -0.573844212993414
3 "Standing" 3 5 0.278604054666667 -0.197328598236667 0.2074823063975 0.951514359083333 -0.0185192493416667 0.271685992241667 0.0751644931740833 -0.122026248033333 0.0475450622259167 -0.0261136365875 -0.0194361264891667 -0.289286672791667 -0.0995860111041667 0.0311814622855 0.157209716051167 0.157209716051167 -0.0311908118109167 0.0157062878491667 -0.02746806850225 -0.149402281450083 -0.9659696415 -0.988379289083333 -0.998467309833333 -0.96267730025 -0.998374601333333 -0.998548249583333 -0.908392056416667 -0.994666838916667 -0.2586639489725 -0.381241080315833 -0.117282169559167 -0.0156546993666667 -0.10512951217435 -0.97206084425 -0.202694619975 0.0245375937575 -0.9891006695 0.00986492733008333 -0.00316485066260833 -0.962664081833333 -0.0627007878533333 0.0732744631666667 -0.905844153666667 -0.0455376560708333 -0.046770737475 -0.950368513083333 -0.12430103624225 -0.0849022915696667 -0.0849022915696667 -0.104572614311667 0.109173434355917 -0.913680239416667 -0.938810571416667 -0.975091470833333 -0.950350289583333 -0.966086118 -0.966296776833333 -0.941604016416667 -0.926805117916667 -0.90677081375 -0.99866999325 -0.557969912129167 -0.705941522416667 -0.474344127593692
4 "Standing" 4 5 0.280499745892857 -0.343441267446429 0.106119812160714 0.95619779125 -0.686876727339286 0.347788685125 0.0721328379857143 0.0462324339821429 0.181442369375 -0.0306449342357143 0.237479173466071 -0.0619871974689286 -0.103057894142857 0.252309290125 -0.018239525725 -0.018239525725 -0.130562179976786 -0.122155490548214 -0.099125701725 -0.139377556403571 -0.973497549642857 -0.98512827 -0.998505150357143 -0.972310894285714 -0.998902057321429 -0.999129290535714 -0.905464161964286 -0.992093107678571 -0.113735109110714 -0.435020633476786 -0.161257094997321 -0.00948911098553571 -0.0961574905535714 -0.97692058 -0.0759009061071429 0.166893825946429 -0.972908355892857 -0.00653015693773214 -0.0211889890567857 -0.972586541964286 -0.061824850625 0.0755636430892857 -0.909687974464286 -0.0461257201357143 -0.0490753497867857 -0.949633878571429 -0.126085764982143 -0.00635125645892857 -0.00635125645892857 0.0271333826241071 0.196361488694821 -0.889549205 -0.93164342125 -0.978737637678571 -0.937624242142857 -0.968648411607143 -0.975706723571429 -0.955992945178571 -0.915280955357143 -0.912464793928571 -0.9990384725 -0.395380490521429 -0.744446167642857 -0.520359727732143
5 "Standing" 5 5 0.282544390892857 -0.456685373689286 0.0593533369776786 0.960188699107143 -0.725674775089286 0.111721988232143 0.0725189859107143 -0.219763661978571 0.142202034446429 -0.0322711902673214 -0.122538231401786 -0.0763411480178571 -0.0922249863035714 -0.0259885224714286 0.0688582009589286 0.0688582009589286 -0.0691116718339286 0.0785726012732143 -0.133207788714286 -0.0662453293785714 -0.964500917321429 -0.978552587678571 -0.998415841964286 -0.963059235178571 -0.997929236428571 -0.998952792857143 -0.909661802321429 -0.991624485 -0.280440657 -0.342011721778571 -0.208596254305357 -0.00700418554517857 -0.102171095696429 -0.968591815714286 -0.03871012665 0.138638436607143 -0.974088206071429 -0.00221990214464286 -0.0122812220569643 -0.962647080178571 -0.050987505 0.0690945763946429 -0.910395222321429 -0.0399108188821429 -0.0422221341625 -0.941930044107143 -0.0357211981285714 -0.0999979046464286 -0.0999979046464286 -0.0797448093928571 -0.0492029188357143 -0.890796360535714 -0.915083799107143 -0.97066840875 -0.93137020875 -0.958438726607143 -0.965778920714286 -0.939373524464286 -0.907190836607143 -0.912780915714286 -0.998485212678571 -0.558546054107143 -0.675879663839286 -0.538859304678571
6 "Standing" 6 5 0.280346248596491 -0.172404703877193 0.226600479315789 0.945139003859649 0.116858898982456 0.384742870947368 0.0730699604561404 -0.0841830829122807 0.057944158468421 -0.028251913022807 -0.0647462430785965 -0.344014210333333 -0.103292534210526 -0.0322628253298246 0.0831344212964912 0.0831344212964912 -0.0928018444561404 0.0923409807982456 -0.124832820596491 -0.0523509743192982 -0.977100287368421 -0.993640179473684 -0.998950435438597 -0.97348053877193 -0.997936713508772 -0.999095783508772 -0.931612384385965 -0.997787773508772 -0.270132133621053 -0.382596155263158 -0.365157260385965 -0.0181236327175439 -0.112172831947368 -0.981758159649123 -0.230251036140351 0.0139193473596491 -0.985583066842105 0.00871883993421053 -0.00481712245438596 -0.973132635789474 -0.0589823639438597 0.0767394745964912 -0.947561298596491 -0.0428828304736842 -0.0506432189438596 -0.946423593157895 -0.284738153154386 -0.133400230507018 -0.133400230507018 -0.0678071385333333 -0.0666364145666667 -0.930336471754386 -0.942864017017544 -0.984067374035088 -0.951405464912281 -0.963743518070175 -0.975235677719298 -0.943273146140351 -0.943239602105263 -0.952817395263158 -0.999142360175439 -0.538912651491228 -0.698845035438596 -0.684451967561403
